product_id,product_title,rating,summary,review,location,date,upvotes,downvotes
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Fabulous!,Sound quality is good but on full volume trouble feels on high side mid volume bass and trouble sounds up to the mark you can't differentiate sound with wired earphone or OnePlus bullets z2 on 70-80% volume if you love bass music like then go for it ! Battery backup is excellent ☺️ charge for 10 minutes and it last for 16 to 18 hours easily ❤️ in bulid quality it feels premium and light weight for sure 😊Cons : 1. If you have old device or without Dolby Atmos then the sound quality feels lik...,Mahesana District,3 months ago,34,5
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Great product,"Totally,Worth the amount!!! 💯💯💯I am fully satisfied with the product ❤😍.  It's worth evry penny, but i would have been more satisfied if there was a cover for the charging port as well🤧As dust can easily go inside the port.  Otherwise great product by oneplus 😄❤❤❤. Ordered and got it delivered before 24 hours. 😄💖I would submit another review after 1 month. Today's 4/7/22",Diphu,3 months ago,98,15
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Mind-blowing purchase,Nice headphone value for money product bass is very good vocal clear build kawlity is very good  highly recommend...,Pune,5 months ago,88,7
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Fabulous!,Sound vocals are crysp & clear until 95% (volume)(5/5) Bass is also good(4.5/5) Battery backup is great(5/5) Quality of headphones is great(5/5) Overall it's a great product (for my POV)I literally loved it😍❤‍🔥It's not for pro gamers it's only for Oneplus & Music lovers🎶,Malda,3 months ago,96,12
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Wonderful,"Features:-Good sound quality (Not so high bass but crystal clear sounds)5/5Decent design,Affordable price,Seamless connectivity(Magnetic power On/Off):- It takes less than 1 second to connect with paired device after separating both magnetic earbudsDual Pairing (1 Mobile+1 PC at same time)Latest USB type c chargingAAC High quality audio supportedFast Charging supported 20 minutes charge = 20 hrs playback timeThere's no special game mode but it's latency is less than other headphone. ...",South Twenty Four Parganas District,5 months ago,61,10
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",4,Pretty good,"Use after 35 day reviewBuild quality is okSounds quality is goodBattery backup superb 25h to 26h fix backupCharging very fastFitting in ear decet but in long use it hartsI also have bout 330 pro , realme, and samsung oneplus bullets z1 bass edition, neckbandIn terms of battery bout 330 fix winnerIn price point of view bout winnerI think Every thing come down to after serviceSamsung , realme and oneplus After sales service are goodBut bout service are not that goodBut i have to sa...",Korba District,4 months ago,42,17
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",4,Good quality product,Actually nothing changed too much in sound .....there is change only in size of ear buds and button ....i have both OnePlus z bass edition and this new one ......but i found almost same ....even fitting of earbud is good of previous one. If you have z bass edition then i will not recommend you to upgrade ....but if you want more battery backup then you can go for it.,Ahmedabad,5 months ago,95,37
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Must buy!,"Super Bass An Sound Quality Super 5 ster ,❤️❤️ OnePlus ❤️🔥🔥🔥😎🔥 Super Battery backup Super Powered bass boos an Sound",Purba Bardhaman District,2 months ago,53,12
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",2,Could be way better,The connectivity with mobile is very good but not compatible with laptop. There is not specified in specifications that not compatible with laptop. Dear be carefull before purchase.,Saran District,3 months ago,12,15
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Brilliant,"Very very good and wonderful neckband , I have never used a neckband like this worth for going for it . A honest review after use of 1 month",Chennai,3 months ago,2,1
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",4,Worth the money,I own Z1 Bass edition and I can say that the build quality is decreased. The thickness of the band is decreased and the magnet is also less effective if compared with Z1 bass edition. Only Battery is improved and little bit sound increase. Still I love One plus.,Ajmer,2 months ago,1,0
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Terrific purchase,This z2  is the actual bass edition. 1. Sound quality- 5/5.2. Bass -5/5.3. Battery backup- 5/5.,Isnapur,6 months ago,102,6
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Mind-blowing purchase,Super bluetooth one plus👍👍👍👍,Puttur,6 months ago,225,19
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Great product,I love it's sounds quality,Panchla,2 months ago,28,0
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Perfect product!,Nice product,Hazaribagh,2 months ago,299,31
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Simply awesome,Awesome build quality... Bass sound jbrjst h...,Jashpur District,6 months ago,102,10
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Terrific purchase,Sound is osm heavy bass🎧😍,Mangalagiri,2 months ago,40,3
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Terrific purchase,THIS WAS AMAZING😍😍😍😍😍 A PERFECT BLUETOOTH HEADPHONES,Jammalamadugu,6 months ago,166,25
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Mind-blowing purchase,Nice,Patan District,6 months ago,50,6
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",4,Wonderful,Super sound quality and nice Bass thank you Flipkart,Basavakalyan,4 months ago,16,0
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Terrific purchase,It's ..gud ..sound is gud ..bass is gud ..bhuild quality is gud ...everything is fanstastic...thanku flipkart ..,Baikunthpur,2 months ago,17,0
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Brilliant,very good i like it very much,Gurh,1 month ago,207,36
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Simply awesome,Music quality nice,Bhabua,5 months ago,73,12
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",1,Not recommended at all,Worst response from Flipkart i received a product is problem one side speaker is not working so I told give me replacement of the product r refund till now not responding  so guy don't buy from Flipkart,Sholingur,4 months ago,19,1
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Brilliant,"Awesome 👌...very comfortable for use ,best battery backup 👍",Siddipet District,5 months ago,22,2
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Terrific,Nyc products,Sant Kabir Nagar District,5 months ago,18,1
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Fabulous!,"This is amazing product. No words needed to Describe this....! sound quality is next level..🔥💥Mind blowing, Fantastic,⚡Value for Money💰💸",Chopda,3 months ago,27,3
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Must buy!,Very comfortable and very smooth also sound and bass is also decent everything is just right..,Kolkata,2 months ago,10,0
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",4,Good choice,Fantastic Earphones material for this price Range👍👍,Erode,6 months ago,44,8
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Awesome,Osm 🔥🔥🔥❤️❤️,Ballia,6 months ago,24,3
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Awesome,It's really awesome and bass quality is superb... battery 🔋 back-up is also superb.. OnePlus is maintained a brand quality,Vizianagaram,6 months ago,36,7
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Worth every penny,Vary good product just go for it ❤️❤️,Nadia District,5 months ago,33,5
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Must buy!,Very nice product 🥰,Aligarh,3 months ago,14,1
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Mind-blowing purchase,"Very good sound quality, awesome product ♥️♥️Loudness 4.0Bass 4.5Design 4.5Build quality 4.0Beatry backup 5.0Value for money 4.0Over all very good nacked band ♥️♥️",Sanand,5 months ago,23,3
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Great product,Positive experience,Muzaffarnagar,6 months ago,35,7
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Classy product,"Good earphone , this is one of the best neckband in this price.if u use one then really u cannot use other earphone.",Bhiwadi,6 months ago,64,15
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",4,Nice product,Ok,Mandya District,3 months ago,21,3
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Worth every penny,Such a great product it is. Value for money.You can go for it without thinking twice.,New Delhi,6 months ago,66,18
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Highly recommended,Best product at that price point.,Patna,5 months ago,18,2
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Best in the market!,"Very Good Quality.Sound Quality is very Good,Value for money.",North Twenty Four Parganas District,6 months ago,26,5
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",1,Worthless,I DONT LIKE DEVICE SOUND QUALITY . I WANT REFUND AGAINST THIS PRODUCT . I WANT TO BUY ONE PLUS BULLETS Z SERIES BASS EDITION . THIS PRODUCT IS VERY POOR IN QUALITY . UR TEAM DO NOT HELP ME . POOR SERVICE BY UR TEAM,Ramanagara,4 months ago,8,0
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Terrific purchase,Good quality... Sound system awesome,Guwahati,5 months ago,8,0
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Great product,Its AWESOME bass and nice battery backup best buy,Puruliya,6 months ago,8,0
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",4,Pretty good,Nice,Jajapur District,5 months ago,23,4
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",4,Pretty good,Perfect bass .Long charge backup.Comfortable to use .Fast charging.Good quality design.👌👌👌👌👌,Ariyalur District,6 months ago,22,4
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",4,Good quality product,One plus brand is always good...,Anantapur District,6 months ago,26,5
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Wonderful,Sound is awesome 😊 but bass is little bit less And battery backup is goodConnectivity is also good 👌,Saharsa District,6 months ago,48,13
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Super!,"Amazing Head phone, premium quality, fast delivery 👌",Visakhapatnam,6 months ago,28,6
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",1,Terrible product,Worst product i bought in my life,Sultanpur District,5 months ago,10,1
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Simply awesome,Value for money,Baloda Bazar District,6 months ago,19,4
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",1,Waste of money!,I reccomand not to buy this headset .  Sometimes got stuck for 1sec gap ..This irritates me ...and annoying Since Charger port lid always open sweating got inside that . Mic in this headset is not so clearly audible ... while using the mic for phone calls I get to hold the mic region near my mouth,Arcot,6 months ago,28,8
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",4,Worth the money,"OnePlus nice neckband, great sound quality.",New Delhi,6 months ago,24,6
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",1,Worthless,One hearing very low sound,Gaya,5 months ago,9,1
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Worth every penny,Good quality ⚡,Dandeli,6 months ago,10,1
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",1,Worthless,Very bad noise cancellation not working,Bhadrak,6 months ago,60,23
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Simply awesome,Product is super ..i am happy....nice base...charger cable ... 👍,Karimnagar District,4 months ago,6,0
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Brilliant,Excellent Battery Backup. Sound is nice. Nice Looking. I am very satisfied.,Hugli District,5 months ago,6,0
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Brilliant,Just amazing 🤩🤩🤩🤩,Purba Medinipur,5 months ago,6,0
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",4,Good quality product,Amazing earphones Love this😍😍😍,Mairwa,6 months ago,6,0
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",4,Value-for-money,"It think the bullets z has no bass""es havenBut this bullets z2 was an ultimate basses I luv it",Erode,6 months ago,12,2
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Fabulous!,Gifted to my dad❤️,Rourkela,6 months ago,26,8
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",4,Value-for-money,All things are good but dual device pairing feature is missing.,Lucknow,6 months ago,17,4
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Highly recommended,Best product 🙂,Sankrail,3 months ago,9,1
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Fabulous!,Bast... product,Jahazpur,6 months ago,9,1
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Great product,Nice 😊👍,Surat,6 months ago,19,5
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",1,Absolute rubbish!,I DONT LIKE DEVICE SOUND QUALITY . I WANT REFUND AGAINST THIS PRODUCT . I WANT TO BUY ONE PLUS BULLETS Z SERIES BASS EDITION . THIS PRODUCT IS VERY POOR IN QUALITY . UR TEAM DO NOT HELP ME . POOR SERVICE BY UR TEAM,Pune,6 months ago,78,36
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",4,Nice product,"Sound is good , battery backup is also good and product quality is also good .. not getting any charging lock to save from water and .. product size is bigger in comparison with ONE PLUS Z so ..it's getting uncomfortable to using long office meeting",Chhindwara,6 months ago,21,6
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",1,Unsatisfactory,Unable to conect the device,Hyderabad,5 months ago,33,12
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",4,Nice product,Sound quality superb but build quality poor as compared to one plus bullet z and bass edition.,Pimpri Chinchwad,6 months ago,26,9
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",1,Horrible,This is good for music but not good for calling.Don’t buy for calling,Sagar,6 months ago,38,16
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",1,Utterly Disappointed,"Mark my words @OnePlus, take my review seriously. If you manufacture rubbish type of product then your #Market Hegemony will be destroy & decimate within a year as u compromised with built quality... Disappointed at all... Not proper sound and noise cancellation is like worse... absolutely Dull product.",Patna,5 months ago,67,34
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",1,Absolute rubbish!,It's a bad device on my life,Bengaluru,2 months ago,5,0
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Terrific purchase,Dhakad Bass👌Awesome Color 👌Long Battery Life 👌,Bareilly District,2 months ago,4,0
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Wonderful,Nice products,Hyderabad,5 months ago,6,0
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Excellent,Very good product & music sound is very good,Choudwar,6 months ago,5,0
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Brilliant,I love this product 👍👍👍♥️♥️♥️❤️❤️❤️,Rampur,6 months ago,5,0
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",1,Worthless,"Item Not delivered , but in app it is updated as delivered , bad experience , till now unable to resolve the issueContacted multiple times .unprofessional  behaviour didn't expect this to happen had lot of difficult time following up",Bengaluru,4 months ago,8,1
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",3,Nice,GOOD,Chennai,5 months ago,8,1
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Wonderful,Nice products,Hyderabad,5 months ago,6,0
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Simply awesome,This product has amazing sound quality it is high bass and battery backup is awsome go and buy it...,Padrauna,6 months ago,0,0
